FlightDate,Reporting_Airline,Flight_Number_Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,CRSElapsedTime,DepDelay,ArrDelay,Cancelled,Diverted
2025-03-19,DL,471,LAX,ATL,2155,0505,250.00,-2.00,-18.00,0.00,0.00
2025-03-19,DL,320,LAX,ATL,2359,0712,253.00,12.00,0.00,0.00,0.00
2025-03-19,DL,1264,ORD,ATL,0545,0848,123.00,-2.00,-4.00,0.00,0.00
2025-03-19,DL,1247,ORD,ATL,0705,1008,123.00,-8.00,-13.00,0.00,0.00
2025-03-19,DL,1178,ORD,ATL,0947,1250,123.00,-3.00,-12.00,0.00,0.00
2025-03-19,DL,1147,ORD,ATL,1130,1425,115.00,-3.00,5.00,0.00,0.00
2025-03-19,DL,1477,ORD,ATL,1455,1748,113.00,-1.00,25.00,0.00,0.00
2025-03-19,DL,2738,ORD,ATL,1730,2035,125.00,274.00,261.00,0.00,0.00
2025-03-19,DL,2879,ORD,ATL,2010,2322,132.00,70.00,54.00,0.00,0.00
2025-03-19,DL,569,SEA,ATL,0600,1346,286.00,-6.00,-19.00,0.00,0.00
2025-03-19,DL,562,SEA,ATL,0845,1633,288.00,-4.00,-23.00,0.00,0.00
2025-03-19,DL,542,SEA,ATL,1200,1957,297.00,-11.00,-9.00,0.00,0.00
2025-03-19,DL,560,SEA,ATL,1550,2339,289.00,3.00,-15.00,0.00,0.00
2025-03-19,DL,567,SEA,ATL,2230,0613,283.00,27.00,28.00,0.00,0.00
2025-03-20,DL,987,ATL,BOS,0700,0934,154.00,-1.00,-14.00,0.00,0.00
2025-03-20,DL,996,ATL,LAX,0730,0935,305.00,11.00,-1.00,0.00,0.00
2025-03-20,DL,1178,ATL,ORD,0730,0837,127.00,-7.00,-14.00,0.00,0.00
2025-03-20,DL,444,ATL,SEA,0759,1035,336.00,-4.00,-14.00,0.00,0.00
2025-03-20,DL,346,ATL,DEN,0810,0930,200.00,28.00,25.00,0.00,0.00
2025-03-20,DL,849,ATL,BOS,0815,1050,155.00,-1.00,-17.00,0.00,0.00
2025-03-20,DL,898,ATL,LAX,0855,1104,309.00,0.00,-12.00,0.00,0.00
2025-03-20,DL,1147,ATL,ORD,0905,1010,125.00,-2.00,-15.00,0.00,0.00
2025-03-20,DL,774,ATL,SEA,0945,1230,345.00,3.00,-21.00,0.00,0.00
2025-03-20,DL,2181,ATL,DEN,0950,1115,205.00,-1.00,-4.00,0.00,0.00
2025-03-20,DL,501,ATL,LAX,1000,1200,300.00,5.00,-2.00,0.00,0.00
2025-03-20,DL,855,ATL,BOS,1010,1247,157.00,-3.00,-15.00,0.00,0.00
2025-03-20,DL,530,ATL,DEN,1107,1230,203.00,-5.00,-22.00,0.00,0.00
2025-03-20,DL,862,ATL,BOS,1110,1338,148.00,-1.00,-20.00,0.00,0.00
2025-03-20,DL,629,ATL,SEA,1145,1422,337.00,0.00,-22.00,0.00,0.00
2025-03-20,DL,350,ATL,BOS,1215,1445,150.00,-1.00,-27.00,0.00,0.00
2025-03-20,DL,1477,ATL,ORD,1215,1316,121.00,-2.00,-4.00,0.00,0.00
2025-03-20,DL,895,ATL,LAX,1249,1452,303.00,-6.00,-12.00,0.00,0.00
2025-03-20,DL,1675,ATL,DEN,1319,1437,198.00,-4.00,-6.00,0.00,0.00
2025-03-20,DL,726,ATL,BOS,1348,1622,154.00,-2.00,-27.00,0.00,0.00
2025-03-20,DL,519,ATL,DEN,1424,1544,200.00,3.00,-3.00,0.00,0.00
2025-03-20,DL,753,ATL,LAX,1430,1629,299.00,8.00,11.00,0.00,0.00
2025-03-20,DL,821,ATL,BOS,1505,1735,150.00,0.00,-4.00,0.00,0.00
2025-03-20,DL,2738,ATL,ORD,1515,1620,125.00,-3.00,-17.00,0.00,0.00
2025-03-20,DL,1219,ATL,LAX,1535,1740,305.00,-1.00,-7.00,0.00,0.00
2025-03-20,DL,481,ATL,SEA,1555,1832,337.00,0.00,-8.00,0.00,0.00
2025-03-20,DL,301,ATL,LAX,1645,1843,298.00,0.00,-1.00,0.00,0.00
2025-03-20,DL,2879,ATL,ORD,1745,1856,131.00,2.00,0.00,0.00,0.00
2025-03-20,DL,300,ATL,BOS,1759,2035,156.00,-3.00,-26.00,0.00,0.00
2025-03-20,DL,746,ATL,DEN,1759,1921,202.00,72.00,68.00,0.00,0.00
2025-03-20,DL,500,ATL,LAX,1836,2042,306.00,11.00,3.00,0.00,0.00
2025-03-20,DL,472,ATL,SEA,1931,2208,337.00,-3.00,0.00,0.00,0.00
2025-03-20,DL,518,ATL,BOS,1954,2229,155.00,4.00,16.00,0.00,0.00
2025-03-20,DL,493,ATL,DEN,1954,2117,203.00,16.00,19.00,0.00,0.00
2025-03-20,DL,1139,ATL,ORD,1954,2058,124.00,20.00,14.00,0.00,0.00
2025-03-20,DL,319,ATL,LAX,1959,2205,306.00,5.00,7.00,0.00,0.00
2025-03-20,DL,903,ATL,SEA,2119,2356,337.00,-2.00,4.00,0.00,0.00
2025-03-20,DL,956,ATL,DEN,2120,2244,204.00,-3.00,-10.00,0.00,0.00
2025-03-20,DL,331,ATL,LAX,2157,0005,308.00,53.00,46.00,0.00,0.00
2025-03-20,DL,865,ATL,BOS,2230,0105,155.00,-3.00,-22.00,0.00,0.00
2025-03-20,DL,1199,ATL,ORD,2255,2356,121.00,-4.00,-6.00,0.00,0.00
2025-03-20,DL,695,BOS,ATL,0540,0842,182.00,-2.00,-15.00,0.00,0.00
2025-03-20,DL,923,BOS,ATL,0650,0949,179.00,-5.00,-15.00,0.00,0.00
2025-03-20,DL,456,BOS,ATL,0820,1119,179.00,15.00,12.00,0.00,0.00
2025-03-20,DL,973,BOS,ATL,1045,1342,177.00,-2.00,-8.00,0.00,0.00
2025-03-20,DL,376,BOS,ATL,1205,1502,177.00,24.00,26.00,0.00,0.00
2025-03-20,DL,322,BOS,ATL,1400,1652,172.00,9.00,1.00,0.00,0.00
2025-03-20,DL,638,BOS,ATL,1555,1851,176.00,0.00,-5.00,0.00,0.00
2025-03-20,DL,399,BOS,ATL,1732,2035,183.00,0.00,-7.00,0.00,0.00
2025-03-20,DL,385,BOS,ATL,1845,2150,185.00,0.00,-6.00,0.00,0.00
2025-03-20,DL,900,BOS,ATL,2040,2342,182.00,-1.00,-14.00,0.00,0.00
2025-03-20,DL,302,DEN,ATL,0055,0545,170.00,-4.00,-14.00,0.00,0.00
2025-03-20,DL,341,DEN,ATL,0600,1049,169.00,15.00,1.00,0.00,0.00
2025-03-20,DL,431,DEN,ATL,0710,1200,170.00,9.00,-7.00,0.00,0.00
2025-03-20,DL,346,DEN,ATL,1035,1525,170.00,23.00,12.00,0.00,0.00
2025-03-20,DL,995,DEN,ATL,1220,1710,170.00,1.00,1.00,0.00,0.00
2025-03-20,DL,706,DEN,ATL,1335,1824,169.00,-5.00,-12.00,0.00,0.00
2025-03-20,DL,957,DEN,ATL,1542,2034,172.00,14.00,-2.00,0.00,0.00
2025-03-20,DL,840,DEN,ATL,1649,2150,181.00,-5.00,-27.00,0.00,0.00
2025-03-20,DL,390,LAX,ATL,0600,1313,253.00,5.00,7.00,0.00,0.00
2025-03-20,DL,515,LAX,ATL,0715,1424,249.00,-6.00,-14.00,0.00,0.00
2025-03-20,DL,327,LAX,ATL,0820,1530,250.00,-3.00,-18.00,0.00,0.00
2025-03-20,DL,528,LAX,ATL,1100,1813,253.00,0.00,-21.00,0.00,0.00
2025-03-20,DL,446,LAX,ATL,1330,2034,244.00,-2.00,-6.00,0.00,0.00
2025-03-20,DL,715,LAX,ATL,1430,2143,253.00,9.00,-5.00,0.00,0.00
2025-03-20,DL,395,LAX,ATL,1740,0048,248.00,8.00,-2.00,0.00,0.00
2025-03-20,DL,471,LAX,ATL,2155,0505,250.00,0.00,-11.00,0.00,0.00
2025-03-20,DL,899,LAX,ATL,2255,0606,251.00,13.00,8.00,0.00,0.00
2025-03-20,DL,320,LAX,ATL,2359,0712,253.00,193.00,177.00,0.00,0.00
2025-03-20,DL,1264,ORD,ATL,0545,0848,123.00,7.00,31.00,0.00,0.00
2025-03-20,DL,1247,ORD,ATL,0705,1008,123.00,10.00,48.00,0.00,0.00
2025-03-20,DL,1178,ORD,ATL,0947,1250,123.00,5.00,-6.00,0.00,0.00
2025-03-20,DL,1147,ORD,ATL,1120,1420,120.00,2.00,1.00,0.00,0.00
2025-03-20,DL,1477,ORD,ATL,1431,1724,113.00,4.00,0.00,0.00,0.00
2025-03-20,DL,2738,ORD,ATL,1730,2035,125.00,6.00,-14.00,0.00,0.00
2025-03-20,DL,2879,ORD,ATL,2010,2322,132.00,-2.00,-27.00,0.00,0.00
2025-03-20,DL,569,SEA,ATL,0600,1346,286.00,-6.00,-22.00,0.00,0.00
2025-03-20,DL,562,SEA,ATL,0845,1633,288.00,-6.00,-13.00,0.00,0.00
2025-03-20,DL,542,SEA,ATL,1200,1957,297.00,5.00,4.00,0.00,0.00
2025-03-20,DL,560,SEA,ATL,1550,2339,289.00,-7.00,-25.00,0.00,0.00
2025-03-20,DL,567,SEA,ATL,2230,0613,283.00,6.00,-15.00,0.00,0.00
2025-03-20,DL,652,SEA,ATL,2330,0709,279.00,-4.00,-11.00,0.00,0.00
2025-03-21,DL,987,ATL,BOS,0700,0934,154.00,-1.00,8.00,0.00,0.00
2025-03-21,DL,996,ATL,LAX,0730,0935,305.00,-1.00,19.00,0.00,0.00
2025-03-21,DL,1178,ATL,ORD,0730,0837,127.00,-3.00,2.00,0.00,0.00
2025-03-21,DL,444,ATL,SEA,0759,1035,336.00,-5.00,28.00,0.00,0.00
2025-03-21,DL,346,ATL,DEN,0810,0930,200.00,-3.00,-14.00,0.00,0.00
2025-03-21,DL,849,ATL,BOS,0815,1050,155.00,-10.00,16.00,0.00,0.00
2025-03-21,DL,898,ATL,LAX,0855,1104,309.00,13.00,13.00,0.00,0.00
2025-03-21,DL,1147,ATL,ORD,0905,1010,125.00,-2.00,-8.00,0.00,0.00
2025-03-21,DL,774,ATL,SEA,0945,1230,345.00,0.00,-16.00,0.00,0.00
2025-03-21,DL,2181,ATL,DEN,0950,1115,205.00,10.00,9.00,0.00,0.00
2025-03-21,DL,501,ATL,LAX,1000,1200,300.00,-1.00,-8.00,0.00,0.00
2025-03-21,DL,855,ATL,BOS,1010,1247,157.00,4.00,7.00,0.00,0.00
2025-03-21,DL,530,ATL,DEN,1107,1230,203.00,-6.00,-8.00,0.00,0.00
2025-03-21,DL,862,ATL,BOS,1110,1338,148.00,-5.00,3.00,0.00,0.00
2025-03-21,DL,629,ATL,SEA,1145,1422,337.00,-1.00,7.00,0.00,0.00
2025-03-21,DL,350,ATL,BOS,1215,1445,150.00,-4.00,-1.00,0.00,0.00
2025-03-21,DL,1477,ATL,ORD,1215,1320,125.00,-1.00,-2.00,0.00,0.00
2025-03-21,DL,895,ATL,LAX,1249,1452,303.00,-5.00,-23.00,0.00,0.00
2025-03-21,DL,1675,ATL,DEN,1319,1437,198.00,-3.00,0.00,0.00,0.00
2025-03-21,DL,726,ATL,BOS,1348,1622,154.00,3.00,-3.00,0.00,0.00
2025-03-21,DL,519,ATL,DEN,1424,1544,200.00,-3.00,-9.00,0.00,0.00
2025-03-21,DL,753,ATL,LAX,1430,1629,299.00,20.00,31.00,0.00,0.00
2025-03-21,DL,821,ATL,BOS,1505,1735,150.00,-1.00,-2.00,0.00,0.00
2025-03-21,DL,2738,ATL,ORD,1515,1620,125.00,-1.00,-5.00,0.00,0.00
2025-03-21,DL,1219,ATL,LAX,1535,1740,305.00,-3.00,-16.00,0.00,0.00
2025-03-21,DL,481,ATL,SEA,1555,1832,337.00,-2.00,-9.00,0.00,0.00
2025-03-21,DL,301,ATL,LAX,1645,1843,298.00,-1.00,-8.00,0.00,0.00
2025-03-21,DL,2879,ATL,ORD,1745,1856,131.00,6.00,9.00,0.00,0.00
2025-03-21,DL,300,ATL,BOS,1759,2035,156.00,-6.00,-25.00,0.00,0.00
2025-03-21,DL,746,ATL,DEN,1759,1921,202.00,-8.00,-3.00,0.00,0.00
2025-03-21,DL,500,ATL,LAX,1836,2042,306.00,101.00,89.00,0.00,0.00
2025-03-21,DL,472,ATL,SEA,1931,2208,337.00,-1.00,-2.00,0.00,0.00
2025-03-21,DL,518,ATL,BOS,1954,2229,155.00,-5.00,-12.00,0.00,0.00
2025-03-21,DL,493,ATL,DEN,1954,2117,203.00,-6.00,-1.00,0.00,0.00
2025-03-21,DL,1139,ATL,ORD,1954,2058,124.00,-6.00,-19.00,0.00,0.00
2025-03-21,DL,319,ATL,LAX,1959,2205,306.00,24.00,10.00,0.00,0.00
2025-03-21,DL,903,ATL,SEA,2119,2356,337.00,15.00,17.00,0.00,0.00
2025-03-21,DL,956,ATL,DEN,2120,2244,204.00,6.00,19.00,0.00,0.00
2025-03-21,DL,331,ATL,LAX,2157,0005,308.00,0.00,-16.00,0.00,0.00
2025-03-21,DL,865,ATL,BOS,2230,0105,155.00,1.00,-14.00,0.00,0.00
2025-03-21,DL,1199,ATL,ORD,2255,2356,121.00,-3.00,-7.00,0.00,0.00
2025-03-21,DL,695,BOS,ATL,0540,0842,182.00,0.00,-21.00,0.00,0.00
2025-03-21,DL,923,BOS,ATL,0650,0949,179.00,36.00,21.00,0.00,0.00
2025-03-21,DL,456,BOS,ATL,0820,1119,179.00,8.00,-19.00,0.00,0.00
2025-03-21,DL,973,BOS,ATL,1045,1342,177.00,17.00,-10.00,0.00,0.00
2025-03-21,DL,376,BOS,ATL,1205,1502,177.00,-1.00,-20.00,0.00,0.00
2025-03-21,DL,322,BOS,ATL,1400,1652,172.00,3.00,-17.00,0.00,0.00
2025-03-21,DL,638,BOS,ATL,1555,1851,176.00,-1.00,-11.00,0.00,0.00
2025-03-21,DL,399,BOS,ATL,1732,2035,183.00,-4.00,-23.00,0.00,0.00
2025-03-21,DL,385,BOS,ATL,1845,2150,185.00,7.00,-9.00,0.00,0.00
2025-03-21,DL,900,BOS,ATL,2040,2342,182.00,-7.00,-22.00,0.00,0.00
2025-03-21,DL,302,DEN,ATL,0055,0545,170.00,-3.00,-17.00,0.00,0.00
2025-03-21,DL,341,DEN,ATL,0600,1052,172.00,-2.00,-16.00,0.00,0.00
2025-03-21,DL,431,DEN,ATL,0710,1200,170.00,-2.00,-20.00,0.00,0.00
2025-03-21,DL,346,DEN,ATL,1035,1525,170.00,-2.00,-10.00,0.00,0.00
2025-03-21,DL,995,DEN,ATL,1220,1710,170.00,3.00,-9.00,0.00,0.00
2025-03-21,DL,706,DEN,ATL,1335,1824,169.00,-8.00,-29.00,0.00,0.00
2025-03-21,DL,957,DEN,ATL,1542,2034,172.00,0.00,-18.00,0.00,0.00
2025-03-21,DL,840,DEN,ATL,1649,2150,181.00,-6.00,-43.00,0.00,0.00
2025-03-21,DL,390,LAX,ATL,0600,1313,253.00,-5.00,5.00,0.00,0.00
2025-03-21,DL,515,LAX,ATL,0715,1424,249.00,1.00,-8.00,0.00,0.00
2025-03-21,DL,327,LAX,ATL,0820,1530,250.00,-6.00,-10.00,0.00,0.00
2025-03-21,DL,528,LAX,ATL,1100,1813,253.00,10.00,-5.00,0.00,0.00
2025-03-21,DL,446,LAX,ATL,1330,2034,244.00,4.00,1.00,0.00,0.00
2025-03-21,DL,715,LAX,ATL,1430,2139,249.00,-2.00,3.00,0.00,0.00
2025-03-21,DL,395,LAX,ATL,1740,0048,248.00,30.00,12.00,0.00,0.00
2025-03-21,DL,471,LAX,ATL,2155,0505,250.00,0.00,-17.00,0.00,0.00
2025-03-21,DL,899,LAX,ATL,2255,0606,251.00,24.00,15.00,0.00,0.00
2025-03-21,DL,320,LAX,ATL,2359,0712,253.00,31.00,20.00,0.00,0.00
2025-03-21,DL,1264,ORD,ATL,0545,0848,123.00,-3.00,-16.00,0.00,0.00
2025-03-21,DL,1247,ORD,ATL,0705,1008,123.00,0.00,2.00,0.00,0.00
2025-03-21,DL,1178,ORD,ATL,0947,1250,123.00,0.00,-22.00,0.00,0.00
2025-03-21,DL,1147,ORD,ATL,1120,1420,120.00,-5.00,-27.00,0.00,0.00
2025-03-21,DL,1477,ORD,ATL,1430,1724,114.00,47.00,36.00,0.00,0.00
2025-03-21,DL,2738,ORD,ATL,1730,2035,125.00,0.00,-14.00,0.00,0.00
2025-03-21,DL,2879,ORD,ATL,2010,2322,132.00,7.00,-17.00,0.00,0.00
2025-03-21,DL,569,SEA,ATL,0600,1346,286.00,-6.00,-36.00,0.00,0.00
2025-03-21,DL,562,SEA,ATL,0845,1633,288.00,2.00,-15.00,0.00,0.00
2025-03-21,DL,542,SEA,ATL,1200,1957,297.00,28.00,2.00,0.00,0.00
2025-03-21,DL,560,SEA,ATL,1550,2339,289.00,-4.00,-27.00,0.00,0.00
2025-03-21,DL,567,SEA,ATL,2230,0613,283.00,-1.00,-16.00,0.00,0.00
2025-03-21,DL,652,SEA,ATL,2330,0709,279.00,-3.00,-36.00,0.00,0.00
2025-03-22,DL,996,ATL,LAX,0730,0935,305.00,-1.00,-15.00,0.00,0.00
2025-03-22,DL,1178,ATL,ORD,0730,0837,127.00,-5.00,-11.00,0.00,0.00
2025-03-22,DL,444,ATL,SEA,0759,1035,336.00,-4.00,11.00,0.00,0.00
2025-03-22,DL,346,ATL,DEN,0810,0930,200.00,-5.00,0.00,0.00,0.00
2025-03-22,DL,849,ATL,BOS,0815,1050,155.00,20.00,7.00,0.00,0.00
2025-03-22,DL,898,ATL,LAX,0855,1104,309.00,-6.00,-24.00,0.00,0.00
2025-03-22,DL,1147,ATL,ORD,0915,1021,126.00,-3.00,-9.00,0.00,0.00
2025-03-22,DL,2181,ATL,DEN,0950,1115,205.00,4.00,-1.00,0.00,0.00
2025-03-22,DL,774,ATL,SEA,0959,1244,345.00,5.00,3.00,0.00,0.00
2025-03-22,DL,501,ATL,LAX,1000,1200,300.00,5.00,-2.00,0.00,0.00
2025-03-22,DL,855,ATL,BOS,1010,1247,157.00,2.00,-7.00,0.00,0.00
2025-03-22,DL,530,ATL,DEN,1107,1230,203.00,-6.00,-9.00,0.00,0.00
2025-03-22,DL,862,ATL,BOS,1115,1349,154.00,-3.00,-14.00,0.00,0.00
2025-03-22,DL,629,ATL,SEA,1212,1445,333.00,-8.00,2.00,0.00,0.00
2025-03-22,DL,350,ATL,BOS,1215,1442,147.00,63.00,55.00,0.00,0.00
2025-03-22,DL,1477,ATL,ORD,1215,1316,121.00,28.00,40.00,0.00,0.00
2025-03-22,DL,895,ATL,LAX,1249,1452,303.00,0.00,-21.00,0.00,0.00
2025-03-22,DL,1675,ATL,DEN,1319,1437,198.00,-4.00,-9.00,0.00,0.00
2025-03-22,DL,726,ATL,BOS,1348,1622,154.00,-4.00,-14.00,0.00,0.00
2025-03-22,DL,821,ATL,BOS,1505,1735,150.00,14.00,4.00,0.00,0.00
2025-03-22,DL,2738,ATL,ORD,1515,1620,125.00,49.00,47.00,0.00,0.00
2025-03-22,DL,1219,ATL,LAX,1535,1740,305.00,-4.00,-19.00,0.00,0.00
2025-03-22,DL,519,ATL,DEN,1550,1711,201.00,2.00,19.00,0.00,0.00
2025-03-22,DL,300,ATL,BOS,1605,1839,154.00,-7.00,-12.00,0.00,0.00
2025-03-22,DL,301,ATL,LAX,1645,1843,298.00,14.00,12.00,0.00,0.00
2025-03-22,DL,2879,ATL,ORD,1745,1855,130.00,-6.00,12.00,0.00,0.00
2025-03-22,DL,481,ATL,SEA,1745,2021,336.00,-2.00,-14.00,0.00,0.00
2025-03-22,DL,746,ATL,DEN,1836,1958,202.00,-6.00,-5.00,0.00,0.00
2025-03-22,DL,500,ATL,LAX,1836,2042,306.00,-5.00,-16.00,0.00,0.00
2025-03-22,DL,518,ATL,BOS,1845,2120,155.00,29.00,18.00,0.00,0.00
2025-03-22,DL,472,ATL,SEA,1945,2222,337.00,1.00,-6.00,0.00,0.00
2025-03-22,DL,319,ATL,LAX,2005,2212,307.00,13.00,2.00,0.00,0.00
2025-03-22,DL,956,ATL,DEN,2120,2244,204.00,-1.00,0.00,0.00,0.00
2025-03-22,DL,865,ATL,BOS,2235,0104,149.00,-2.00,-20.00,0.00,0.00
2025-03-22,DL,1199,ATL,ORD,2255,2356,121.00,1.00,-8.00,0.00,0.00
2025-03-22,DL,695,BOS,ATL,0540,0842,182.00,-2.00,-25.00,0.00,0.00
2025-03-22,DL,923,BOS,ATL,0650,0949,179.00,-8.00,-24.00,0.00,0.00
2025-03-22,DL,456,BOS,ATL,0820,1119,179.00,-4.00,-8.00,0.00,0.00
2025-03-22,DL,376,BOS,ATL,1205,1502,177.00,-2.00,-18.00,0.00,0.00
2025-03-22,DL,322,BOS,ATL,1400,1652,172.00,-3.00,-11.00,0.00,0.00
2025-03-22,DL,638,BOS,ATL,1555,1849,174.00,250.00,236.00,0.00,0.00
2025-03-22,DL,399,BOS,ATL,1732,2035,183.00,71.00,48.00,0.00,0.00
2025-03-22,DL,385,BOS,ATL,1845,2150,185.00,15.00,-11.00,0.00,0.00
2025-03-22,DL,973,BOS,ATL,1955,2257,182.00,-4.00,-18.00,0.00,0.00
2025-03-22,DL,302,DEN,ATL,0055,0545,170.00,0.00,-23.00,0.00,0.00
2025-03-22,DL,341,DEN,ATL,0600,1052,172.00,3.00,-20.00,0.00,0.00
2025-03-22,DL,431,DEN,ATL,0710,1200,170.00,0.00,-21.00,0.00,0.00
2025-03-22,DL,346,DEN,ATL,1035,1525,170.00,-1.00,-12.00,0.00,0.00
2025-03-22,DL,995,DEN,ATL,1220,1710,170.00,6.00,-9.00,0.00,0.00
2025-03-22,DL,706,DEN,ATL,1335,1824,169.00,-3.00,-17.00,0.00,0.00
2025-03-22,DL,957,DEN,ATL,1600,2100,180.00,0.00,-34.00,0.00,0.00
2025-03-22,DL,390,LAX,ATL,0600,1313,253.00,-1.00,-13.00,0.00,0.00
2025-03-22,DL,515,LAX,ATL,0715,1424,249.00,-10.00,-18.00,0.00,0.00
2025-03-22,DL,327,LAX,ATL,0820,1530,250.00,-4.00,-19.00,0.00,0.00
2025-03-22,DL,528,LAX,ATL,1100,1813,253.00,-5.00,-17.00,0.00,0.00
2025-03-22,DL,446,LAX,ATL,1330,2034,244.00,-3.00,-13.00,0.00,0.00
2025-03-22,DL,715,LAX,ATL,1430,2143,253.00,1.00,-3.00,0.00,0.00
2025-03-22,DL,471,LAX,ATL,2155,0505,250.00,0.00,-16.00,0.00,0.00
2025-03-22,DL,320,LAX,ATL,2359,0712,253.00,-3.00,-7.00,0.00,0.00
2025-03-22,DL,1264,ORD,ATL,0545,0848,123.00,4.00,-4.00,0.00,0.00
2025-03-22,DL,1247,ORD,ATL,0705,1008,123.00,-1.00,-15.00,0.00,0.00
2025-03-22,DL,1178,ORD,ATL,0947,1250,123.00,-2.00,-21.00,0.00,0.00
2025-03-22,DL,1147,ORD,ATL,1131,1427,116.00,-6.00,-23.00,0.00,0.00
2025-03-22,DL,1477,ORD,ATL,1430,1723,113.00,45.00,32.00,0.00,0.00
2025-03-22,DL,2738,ORD,ATL,1730,2035,125.00,40.00,23.00,0.00,0.00
2025-03-22,DL,569,SEA,ATL,0600,1346,286.00,-5.00,-33.00,0.00,0.00
2025-03-22,DL,562,SEA,ATL,0845,1633,288.00,13.00,-19.00,0.00,0.00
2025-03-22,DL,542,SEA,ATL,1200,1957,297.00,-3.00,-38.00,0.00,0.00
2025-03-22,DL,560,SEA,ATL,1550,2339,289.00,-1.00,-41.00,0.00,0.00
2025-03-22,DL,567,SEA,ATL,2230,0613,283.00,10.00,-12.00,0.00,0.00
2025-03-23,DL,987,ATL,BOS,0700,0934,154.00,-4.00,-18.00,0.00,0.00
2025-03-23,DL,996,ATL,LAX,0730,0935,305.00,0.00,-15.00,0.00,0.00
2025-03-23,DL,1178,ATL,ORD,0730,0837,127.00,-4.00,0.00,0.00,0.00
2025-03-23,DL,444,ATL,SEA,0759,1035,336.00,-8.00,24.00,0.00,0.00
2025-03-23,DL,346,ATL,DEN,0810,0930,200.00,-11.00,-4.00,0.00,0.00
2025-03-23,DL,849,ATL,BOS,0815,1050,155.00,6.00,-5.00,0.00,0.00
2025-03-23,DL,1147,ATL,ORD,0830,0935,125.00,-5.00,-4.00,0.00,0.00
2025-03-23,DL,898,ATL,LAX,0855,1104,309.00,-1.00,-22.00,0.00,0.00
2025-03-23,DL,774,ATL,SEA,0945,1230,345.00,-5.00,11.00,0.00,0.00
2025-03-23,DL,2181,ATL,DEN,0950,1115,205.00,-3.00,-3.00,0.00,0.00
2025-03-23,DL,501,ATL,LAX,1000,1200,300.00,5.00,9.00,0.00,0.00
2025-03-23,DL,855,ATL,BOS,1010,1247,157.00,-5.00,-17.00,0.00,0.00
2025-03-23,DL,530,ATL,DEN,1107,1230,203.00,-4.00,8.00,0.00,0.00
2025-03-23,DL,862,ATL,BOS,1110,1338,148.00,3.00,-2.00,0.00,0.00
2025-03-23,DL,629,ATL,SEA,1145,1422,337.00,-2.00,43.00,0.00,0.00
2025-03-23,DL,350,ATL,BOS,1215,1445,150.00,4.00,-3.00,0.00,0.00
2025-03-23,DL,1477,ATL,ORD,1215,1320,125.00,27.00,32.00,0.00,0.00
2025-03-23,DL,895,ATL,LAX,1249,1452,303.00,2.00,-14.00,0.00,0.00
2025-03-23,DL,1675,ATL,DEN,1319,1437,198.00,9.00,12.00,0.00,0.00
2025-03-23,DL,726,ATL,BOS,1348,1622,154.00,36.00,17.00,0.00,0.00
2025-03-23,DL,519,ATL,DEN,1424,1544,200.00,27.00,28.00,0.00,0.00
2025-03-23,DL,753,ATL,LAX,1430,1629,299.00,4.00,-8.00,0.00,0.00
2025-03-23,DL,821,ATL,BOS,1505,1735,150.00,0.00,-12.00,0.00,0.00
2025-03-23,DL,2738,ATL,ORD,1515,1620,125.00,-2.00,-10.00,0.00,0.00
2025-03-23,DL,1219,ATL,LAX,1535,1740,305.00,107.00,78.00,0.00,0.00
2025-03-23,DL,481,ATL,SEA,1555,1832,337.00,28.00,42.00,0.00,0.00
2025-03-23,DL,301,ATL,LAX,1645,1843,298.00,37.00,39.00,0.00,0.00
2025-03-23,DL,2879,ATL,ORD,1745,1856,131.00,0.00,13.00,0.00,0.00
2025-03-23,DL,300,ATL,BOS,1759,2035,156.00,5.00,-12.00,0.00,0.00
2025-03-23,DL,746,ATL,DEN,1759,1921,202.00,1.00,1.00,0.00,0.00
2025-03-23,DL,500,ATL,LAX,1836,2042,306.00,-2.00,-26.00,0.00,0.00
2025-03-23,DL,472,ATL,SEA,1931,2208,337.00,6.00,10.00,0.00,0.00
2025-03-23,DL,518,ATL,BOS,1954,2229,155.00,7.00,-2.00,0.00,0.00
2025-03-23,DL,493,ATL,DEN,1954,2117,203.00,-4.00,16.00,0.00,0.00
2025-03-23,DL,1139,ATL,ORD,1954,2058,124.00,-5.00,-6.00,0.00,0.00
2025-03-23,DL,319,ATL,LAX,1959,2205,306.00,12.00,0.00,0.00,0.00
2025-03-23,DL,903,ATL,SEA,2119,2356,337.00,-5.00,26.00,0.00,0.00
2025-03-23,DL,956,ATL,DEN,2120,2244,204.00,-5.00,29.00,0.00,0.00
2025-03-23,DL,331,ATL,LAX,2157,0005,308.00,-1.00,10.00,0.00,0.00
2025-03-23,DL,865,ATL,BOS,2230,0105,155.00,-1.00,-19.00,0.00,0.00
2025-03-23,DL,1199,ATL,ORD,2255,2356,121.00,11.00,2.00,0.00,0.00
2025-03-23,DL,695,BOS,ATL,0540,0842,182.00,-5.00,-24.00,0.00,0.00
2025-03-23,DL,923,BOS,ATL,0650,0949,179.00,0.00,-12.00,0.00,0.00
2025-03-23,DL,456,BOS,ATL,0820,1119,179.00,-3.00,-12.00,0.00,0.00
2025-03-23,DL,973,BOS,ATL,1045,1342,177.00,0.00,-9.00,0.00,0.00
